id,label,gene_type,accession,title,file
SMT2;1,Gene,PathwayGene,NA,,
Campesterol; Sitosterol,Metabolite,,,,
Phytosterol,MetaboliteClass,,,,
10.1021/ja8067534,Paper,,,The Taxol Pathway 10-O-Acetyltransferase Shows Regioselective Promiscuity with the Oxetane Hydroxyl of 4-Deacetyltaxanes,10.1021@ja8067534_nutri_plant_verified.json
DBAT,Gene,PathwayGene,Unigene40124_All,,
Taxus cuspidata,Species,,,,
Paclitaxel (Taxol),Metabolite,,,,
Diterpenoid/terpenoid,MetaboliteClass,,,,
10.1111/j.1365-313X.2010.04353.x,Paper,,,Engineering traditional monolignols out of lignin by concomitant up-regulation of F5H1 and down-regulation of COMT in Arabidopsis,10.1111@j.1365-313X.2010.04353.x_nutri_plant_verified.json
F5H1,Gene,PathwayGene,At4g36220,,
5-hydroxyconiferyl alcohol-derived lignin (benzodioxane-rich lignin),Metabolite,,,,
Phenylpropanoid polymer (lignin),MetaboliteClass,,,,
5-hydroxyconiferyl alcohol-derived lignin / syringyl lignin balance,Metabolite,,,,
Phenylpropanoid polymer and soluble phenylpropanoids,MetaboliteClass,,,,
CHS,Gene,PathwayGene,NA,,
Flavonoids; indirect effect on benzodioxane-rich lignin,Metabolite,,,,
Flavonoid / indirect phenylpropanoid engineering outcome,MetaboliteClass,,,,
10.1016/j.plantsci.2020.110408,Paper,,,Revisiting the ORCA gene cluster that regulates terpenoid indole alkaloid biosynthesis in Catharanthus roseus,10.1016@j.plantsci.2020.110408_nutri_plant_verified.json
ORCA2,Gene,RegulationGene,NA,,
terpenoid indole alkaloids,Metabolite,,,,
TIA biosynthesis,Process,,,,
ORCA3,Gene,RegulationGene,NA,,
ORCA4,Gene,RegulationGene,NA,,
ORCA5,Gene,RegulationGene,KR703578,,
ORCA6,Gene,RegulationGene,MN614455,,
terpenoid indole alkaloids; tabersonine,Metabolite,,,,
TIA biosynthesis and branch gene expression,Process,,,,
CrMYC2,Gene,RegulationGene,NA,,
upstream transcriptional regulation of TIA biosynthesis,Process,,,,
CrMYC2D126N,Gene,RegulationGene,NA,,
10.1111/tpj.13208,Paper,,,Gene coexpression network analysis of oil biosynthesis in an interspecific backcross of oil palm,10.1111@tpj.13208_nutri_plant_verified.json
KASII,Gene,PathwayGene,c147281_g2_i4; c147281_g2_i3,,
Elaeis guineensis × Elaeis oleifera backcross,Species,,,,
Elaeis guineensis / Elaeis oleifera,Species,,,,
Palmitic acid (16:0) / oleic acid (18:1) composition of palm oil,Metabolite,,,,
SAD-1,Gene,PathwayGene,NA,,
Oleic acid (18:1),Metabolite,,,,
FATA,Gene,PathwayGene,NA,,
Palm oil fatty acid composition,Metabolite,,,,
FATB1,Gene,PathwayGene,comp67050_c0,,
Palmitic acid (16:0),Metabolite,,,,
FATB2,Gene,PathwayGene,NA,,
FAD2,Gene,PathwayGene,NA,,
Linoleic acid (18:2) / PUFA fraction of palm oil,Metabolite,,,,
WRI1-1,Gene,RegulationGene,NA,,
Palm oil fatty acids / triacylglycerol,Metabolite,,,,
Fatty acid / triacylglycerol,MetaboliteClass,,,,
Fatty acid biosynthesis and central carbon metabolism associated with oil accumulation,Process,,,,
NF-YB-1,Gene,RegulationGene,NA,,
Elaeis guineensis × Elaeis oleifera backcross and E. guineensis tissues,Species,,,,
Elaeis guineensis,Species,,,,
Palm oil fatty acids / storage oil,Metabolite,,,,
Fatty acid biosynthesis and associated sugar metabolism during oil accumulation,Process,,,,
ZFP-1,Gene,RegulationGene,NA,,
Fatty acid biosynthesis and associated carbon metabolism during mesocarp oil accumulation,Process,,,,
10.1111/pce.13168,Paper,,,Cholesterol accumulation by suppression of SMT1 leads to dwarfism and improved drought tolerance in herbaceous plants,10.1111@pce.13168_nutri_plant_verified.json
CdSMT1,Gene,PathwayGene,JX961612,,
Cynodon dactylon,Species,,,,
cholesterol,Metabolite,,,,
sterol,MetaboliteClass,,,,
OsSMT1-1,Gene,PathwayGene,Os07g0206700,,
OsSAMDC2,Gene,PathwayGene,Os02g39795,,
spermine,Metabolite,,,,
polyamine,MetaboliteClass,,,,
CdSAMDC,Gene,PathwayGene,NA,,
10.1021/acs.jafc.1c04567,Paper,,,"Glutamine Synthetases Play a Vital Role in High Accumulation of Theanine in Tender Shoots of Albino Tea Germplasm ""Huabai 1""",10.1021@acs.jafc.1c04567_nutri_plant_verified.json
CsGS1.1,Gene,PathwayGene,TEA015580.1,,
Camellia sinensis; Arabidopsis thaliana,Species,,,,
Camellia sinensis,Species,,,,
L-theanine,Metabolite,,,,
Non-protein amino acid,MetaboliteClass,,,,
CsGS1.2,Gene,PathwayGene,TEA032123.1,,
CsGS1.3,Gene,PathwayGene,TEA015580.1,,
CsGS2,Gene,PathwayGene,NA,,
CHLG,Gene,PathwayGene,BnaA02G0278600ZS; BnaC09G0451100ZS,,
Melissa officinalis,Species,,,,
chlorophyll a and chlorophyll b,Metabolite,,,,
PAL,Gene,PathwayGene,NA,,
total phenolic compounds,Metabolite,,,,
phenylpropanoid/phenolic,MetaboliteClass,,,,
10.1007/s00299-016-1998-7,Paper,,,The role of polyamines during exocarp formation in a russet mutant of ‘Dangshansuli’ pear (Pyrus bretschneideri Rehd.),10.1007@s00299-016-1998-7_nutri_plant_verified.json
PbSAMDC2,Gene,PathwayGene,NA,,
Pyrus bretschneideri,Species,,,,
spermidine; spermine; H2O2,Metabolite,,,,
polyamine; reactive oxygen species,MetaboliteClass,,,,
PbADC,Gene,PathwayGene,NA,,
putrescine; spermidine; spermine; H2O2,Metabolite,,,,
PbACL5,Gene,PathwayGene,NA,,
polyamines; H2O2,Metabolite,,,,
PbSPMS,Gene,PathwayGene,NA,,
spermine; H2O2,Metabolite,,,,
PAO,Gene,PathwayGene,NA,,
H2O2,Metabolite,,,,
reactive oxygen species,MetaboliteClass,,,,
Pbeceriferum,Gene,PathwayGene,NA,,
suberin/cutin-associated protective lipid polymers,Metabolite,,,,
lipid polyester/wax-associated barrier polymers,MetaboliteClass,,,,
Pbacetyl-CoA carboxylase,Gene,PathwayGene,NA,,
suberin-associated fatty acids,Metabolite,,,,
lipid polyester,MetaboliteClass,,,,
PbGDSL,Gene,PathwayGene,NA,,
cutin/suberin-associated barrier polymers,Metabolite,,,,
Pbfatty acid 2-hydroxylase,Gene,PathwayGene,NA,,
suberin-associated hydroxylated fatty acids,Metabolite,,,,
lipid polyester precursor,MetaboliteClass,,,,
CYP86A2-like,Gene,PathwayGene,NA,,
suberin monomers,Metabolite,,,,
FAD3,Gene,PathwayGene,NA,,
suberin/cutin-associated fatty acid precursors,Metabolite,,,,
fatty acid,MetaboliteClass,,,,
PbbHLH,Gene,RegulationGene,NA,,
suberin/lignin-associated russet barrier; polyamine-linked H2O2,Metabolite,,,,
lipid polyester/lignin-associated barrier; reactive oxygen species,MetaboliteClass,,,,
suberin/lignin deposition during russet formation,Process,,,,
PbbHLH135,Gene,RegulationGene,NA,,
suberin/lignin-associated russet barrier,Metabolite,,,,
lipid polyester/lignin-associated barrier,MetaboliteClass,,,,
russet-associated barrier deposition,Process,,,,
PbERF025,Gene,RegulationGene,NA,,
stress-responsive exocarp barrier formation,Process,,,,
PbWRKY12,Gene,RegulationGene,NA,,
russet-associated stress and barrier metabolism,Process,,,,
MdMYB7,Gene,RegulationGene,NA,,
Malus domestica / Pyrus bretschneideri annotation context,Species,,,,
lignin/suberin-associated russet barrier,Metabolite,,,,
lignin; lipid polyester,MetaboliteClass,,,,
lignin or suberin deposition,Process,,,,
10.1016/j.phytochem.2020.112620,Paper,,,Comparison of carbohydrate partitioning and expression patterns of some genes involved in carbohydrate biosynthesis pathways in annual and biennial species of Cichorium spp.,10.1016@j.phytochem.2020.112620_nutri_plant_verified.json
1-SST,Gene,PathwayGene,NA,,
Cichorium intybus; Cichorium endivia,Species,,,,
Cichorium spp.,Species,,,,
Inulin,Metabolite,,,,
Carbohydrate; fructan,MetaboliteClass,,,,
1-FFT,Gene,PathwayGene,AJ811624,,
1-FEHI,Gene,PathwayGene,AJ242538.1,,
1-FEHII,Gene,PathwayGene,KM494977.1,,
SOS4,Gene,PathwayGene,AT5G37850; At5g37850.1; At5g37850.2,,
Pyridoxal 5-phosphate (PLP),Metabolite,,,,
vitamin,MetaboliteClass,,,,
10.1016/j.foodchem.2017.07.105,Paper,,,Mechanical stress rapidly induces E-resveratrol and E-piceatannol biosynthesis in grape canes stored as a freshly-pruned byproduct,10.1016@j.foodchem.2017.07.105_nutri_plant_verified.json
E-resveratrol; E-piceatannol,Metabolite,,,,
stilbenoid,MetaboliteClass,,,,
STS,Gene,PathwayGene,NA,,
10.1186/1471-2180-10-187,Paper,,,Rice bacterial blight pathogen Xanthomonas oryzae pv. oryzae produces multiple DSF-family signals in regulation of virulence factor production,PMC2909994_nutri_plant_verified.json
rpfF,Gene,RegulationGene,NA,,
Xanthomonas oryzae pv. oryzae,Species,,,,
DSF; BDSF; CDSF,Metabolite,,,,
fatty acid-derived quorum-sensing signal,MetaboliteClass,,,,
rpfC,Gene,RegulationGene,NA,,
biosynthesis of DSF-family quorum-sensing fatty acid signals,Process,,,,
10.3390/cells11071087,Paper,,,Overexpression of HLH4 Inhibits Cell Elongation and Anthocyanin Biosynthesis in Arabidopsis thaliana,PMC8997993_nutri_plant_verified.json
HLH4,Gene,RegulationGene,NA,,
anthocyanin,Metabolite,,,,
flavonoid,MetaboliteClass,,,,
anthocyanin/flavonoid biosynthesis and cell elongation-associated transcription,Process,,,,
CIB5,Gene,RegulationGene,NA,,
PRE1,Gene,RegulationGene,NA,,
BX1,Gene,PathwayGene,NA,,
indican,Metabolite,,,,
indole glycoside / alkaloid-related specialized metabolite,MetaboliteClass,,,,
Endogenous plant glucosyl transferase(s) (GTs),Gene,PathwayGene,NA,,
10.1111/tpj.14417,Paper,,,Rice plastidial NAD-dependent malate dehydrogenase 1 negatively regulates salt stress response by reducing the vitamin B6 content,MinerU_markdown_PMC6920159_2038794943153086476_nutri_plant_verified.json
OsMDH1,Gene,PathwayGene,LOC_Os01g61380,,
Pyridoxine,Metabolite,,,,
Vitamin,MetaboliteClass,,,,
10.1111/nph.14257,Paper,,,High-level expression of a novel chromoplast phosphate transporter ClPHT4;2 is required for flesh color development in watermelon,10.1111@nph.14257_nutri_plant_verified.json
ClbZIP1,Gene,RegulationGene,Cla017696; GenBank KU963291,,
Citrullus lanatus,Species,,,,
Lycopene; total carotenoids,Metabolite,,,,
Carotenoid,MetaboliteClass,,,,
Chromoplast phosphate transport regulation affecting carotenoid accumulation and flesh pigmentation,Process,,,,
ClbZIP2,Gene,RegulationGene,Cla014572; GenBank KU963292,,
Regulation of chromoplast phosphate transporter expression affecting carotenoid accumulation,Process,,,,
BnFAD3,Gene,PathwayGene,L01418,,
Brassica napus,Species,,,,
seed oil fatty acid composition (linolenic acid enrichment),Metabolite,,,,
BnFAE1,Gene,PathwayGene,NA,,
seed oil,Metabolite,,,,
BnMCAT,Gene,PathwayGene,NA,,
BnACCA2,Gene,PathwayGene,NA,,
BnSUC1,Gene,PathwayGene,NA,,
BnSUC4,Gene,PathwayGene,NA,,
BnSUS1,Gene,PathwayGene,NA,,
BnSUS3,Gene,PathwayGene,NA,,
BnAGP,Gene,PathwayGene,NA,,
BnFPA,Gene,PathwayGene,NA,,
BnPGK,Gene,PathwayGene,NA,,
BnPPK,Gene,PathwayGene,NA,,
BnGPDH,Gene,PathwayGene,NA,,
BnMAM1,Gene,PathwayGene,NA,,
glucosinolates,Metabolite,,,,
glucosinolate,MetaboliteClass,,,,
BnCYP79B2,Gene,PathwayGene,NA,,
BnCYP83B1,Gene,PathwayGene,NA,,
BnSUR1,Gene,PathwayGene,NA,,
BnST5a,Gene,PathwayGene,NA,,
BnNIT2,Gene,PathwayGene,NA,,
glucosinolates (inverse relationship via precursor diversion),Metabolite,,,,
BnLEC1,Gene,RegulationGene,GU945399; GU945398,,
fatty acid biosynthesis and seed storage metabolism,Process,,,,
BnLEC2,Gene,RegulationGene,NA,,
seed maturation program and oil biosynthesis,Process,,,,
BnWRI1,Gene,RegulationGene,NA,,
glycolysis and fatty acid biosynthesis carbon supply,Process,,,,
BnFUS3,Gene,RegulationGene,NA,,
seed maturation and storage reserve regulation,Process,,,,
BnMYB28,Gene,RegulationGene,NA,,
glucosinolate homeostasis and biosynthetic gene activation,Process,,,,
BnATR1,Gene,RegulationGene,NA,,
StUMPS,Gene,PathwayGene,NA,,
Solanum tuberosum,Species,,,,
uridine nucleotides,Metabolite,,,,
UK,Gene,PathwayGene,NA,,
UPRT,Gene,PathwayGene,NA,,
psy,Gene,PathwayGene,NA,,
Capsicum annuum,Species,,,,
Leaf carotenoids,Metabolite,,,,
pds,Gene,PathwayGene,SGN-U219813,,
zds,Gene,PathwayGene,NA,,
ptox,Gene,PathwayGene,NA,,
lcy-b,Gene,PathwayGene,NA,,
10.1016/j.plantsci.2016.07.007,Paper,,,"Glu-370 in the large subunit influences the substrate binding, allosteric, and heat stability properties of potato ADP-glucose pyrophosphorylase",10.1016@j.plantsci.2016.07.007_nutri_plant_verified.json
AGPase large subunit (LS; E370 residue / LSE370G mutant),Gene,PathwayGene,NA,,
Starch,Metabolite,,,,
ACS1,Gene,PathwayGene,NA,,
Brassica oleracea var. alboglabra,Species,,,,
Ethylene,Metabolite,,,,
phytohormone,MetaboliteClass,,,,
ACS3,Gene,PathwayGene,NA,,
ACS5,Gene,PathwayGene,NA,,
ACS11,Gene,PathwayGene,NA,,
ACO1,Gene,PathwayGene,NA,,
HY1,Gene,PathwayGene,NA,,
phytochrome chromophore,Metabolite,,,,
tetrapyrrole/bilin chromophore,MetaboliteClass,,,,
10.1104/pp.103.031104,Paper,,,Accumulation of Carotenoids and Expression of Carotenoid Biosynthetic Genes during Maturation in Citrus Fruit,PMC344557_nutri_plant_verified.json
Medicago sativa,Species,,,,
Anthocyanin; Proanthocyanidin,Metabolite,,,,
F3H,Gene,PathwayGene,TRINITY_DN27531_c0_g1,,
DFR,Gene,PathwayGene,Cluster-21942.0; Cluster-23504.20367,,
Lc,Gene,RegulationGene,M26227,,
Flavonoid biosynthesis and branch activation toward anthocyanin and proanthocyanidin production,Process,,,,
B-Peru,Gene,RegulationGene,NA,,
"Intended control of flavonoid biosynthesis, but ineffective in this recipient species/conditions",Process,,,,
C1,Gene,RegulationGene,NA,,
10.1016/j.plaphy.2013.10.021,Paper,,,The comparative analysis of the potential relationship between resveratrol and stilbene synthase gene family in the development stages of grapes (Vitis quinquangularis and Vitis vinifera),10.1016@j.plaphy.2013.10.021_nutri_plant_verified.json
STS family (VqSTS and VvSTS stilbene synthase genes),Gene,PathwayGene,"VqSTS1-VqSTS41: JQ868658-JQ868698; VvSTS1-VvSTS44: NA (genome loci reported, individual GenBank accessions not provided)",,
Vitis quinquangularis; Vitis vinifera,Species,,,,
Resveratrol,Metabolite,,,,
Stilbene polyphenol,MetaboliteClass,,,,
VqSTS6,Gene,PathwayGene,NA,,
Vitis quinquangularis,Species,,,,
10.1104/pp.16.01723,Paper,,,"OsbZIP48, a HY5 Transcription Factor Ortholog, Exerts Pleiotropic Effects in Light-Regulated Development",PMC5813549_nutri_plant_verified.json
OsKO2,Gene,PathwayGene,BAD54598; cloned cDNA AY660665,,
gibberellins (GA12-derived bioactive GAs),Metabolite,,,,
OsCPS,Gene,PathwayGene,NA,,
OsbZIP48,Gene,RegulationGene,AK241558 (truncated KOME clone reported); functional CDS 552 bp amplified in this study,,
Oryza sativa; Arabidopsis thaliana,Species,,,,
gibberellins; chlorophyll; anthocyanin,Metabolite,,,,
phytohormone; tetrapyrrole pigment; flavonoid,MetaboliteClass,,,,
gibberellin biosynthesis and broader hormone-related metabolic homeostasis,Process,,,,
10.1016/j.physiolplant.2014.12.018,Paper,,,Stress enhances the gene expression and enzyme activity of phenylalanine ammonia-lyase and the endogenous content of salicylic acid to induce flowering in pharbitis,10.1016@j.jplph.2014.03.008_nutri_plant_verified.json
PnPAL,Gene,PathwayGene,NA,,
Ipomoea nil,Species,,,,
Salicylic acid,Metabolite,,,,
phenolic phytohormone,MetaboliteClass,,,,
CESA1,Gene,PathwayGene,NA,,
Cellulose,Metabolite,,,,
Polysaccharide,MetaboliteClass,,,,
CESA6,Gene,PathwayGene,LOC_Os07g14850,,
HY5,Gene,RegulationGene,Not reported,,
Cellulose biosynthesis and associated cell elongation program,Process,,,,
COP1,Gene,RegulationGene,NA,,
Cellulose biosynthesis,Process,,,,
phyA,Gene,RegulationGene,NA,,
Light-dependent repression of cellulose biosynthesis,Process,,,,
phyB,Gene,RegulationGene,NA,,
cry1,Gene,RegulationGene,"HY4; mutant alleles hy4-2.23N, hy4-304",,
10.1016/j.scienta.2012.10.005,Paper,,,Effects of shade on plant growth and flower quality in the herbaceous peony (Paeonia lactiflora Pall.),10.1016@j.plaphy.2012.10.005_nutri_plant_verified.json
PlPAL,Gene,PathwayGene,JQ070801,,
Paeonia lactiflora,Species,,,,
Anthocyanin,Metabolite,,,,
PlCHS,Gene,PathwayGene,c107467.graph_c0,,
PlCHI,Gene,PathwayGene,NA,,
PlF3H,Gene,PathwayGene,NA,,
PlF3'H,Gene,PathwayGene,c117094.graph_c0,,
PlANS,Gene,PathwayGene,JQ070805,,
PlDFR,Gene,PathwayGene,JQ070804,,
PlUF3GT,Gene,PathwayGene,JQ070806,,
PlUF5GT,Gene,PathwayGene,JQ070807,,
10.1038/nature16459,Paper,,,Disruption of Mediator rescues the stunted growth of a lignin-deficient Arabidopsis mutant,10.1038@nature13084_nutri_plant_verified.json
REF8,Gene,PathwayGene,CYP98A3; T20B5.9; EST 209A1T7; GenBank N37715,,
SID2,Gene,RegulationGene,NA,,
Phenolic phytohormone,MetaboliteClass,,,,
MED5a,Gene,RegulationGene,At2g48110,,
Homeostatic repression of phenylpropanoid biosynthesis and transcriptional response to lignin-pathway defects,Process,,,,
MED5b,Gene,RegulationGene,At3g23590,,
10.1111/j.1365-313X.2007.03139.x,Paper,,,Nonsense-mediated mRNA decay (NMD) silences the accumulation of aberrant trypsin proteinase inhibitor mRNA in Nicotiana attenuata,10.1111@j.1365-313X.2007.03173.x_nutri_plant_verified.json
UPF1,Gene,RegulationGene,NA,,
Nicotiana attenuata,Species,,,,
Trypsin proteinase inhibitor (TPI) protein,Metabolite,,,,
Proteinaceous defense metabolite,MetaboliteClass,,,,
mRNA surveillance/decay controlling accumulation of aberrant defense-protein transcripts,Process,,,,
UPF2,Gene,RegulationGene,NA,,
mRNA surveillance/decay controlling abundance of aberrant defense-related transcripts,Process,,,,
UPF3,Gene,RegulationGene,NA,,
P5CS,Gene,PathwayGene,AU312370,,
Proline,Metabolite,,,,
ProDH,Gene,PathwayGene,NA,,
10.1104/pp.17.01449,Paper,,,The RIN-MC Fusion of MADS-Box Transcription Factors Has Transcriptional Activity and Modulates Expression of Many Ripening Genes,PMC5761797_nutri_plant_verified.json
RIN-MC,Gene,RegulationGene,Transcript reference NM_001247047.2; cv. Heinz MW889904; cv. Zemba MW889905; NN-25 MW889906,,
lycopene,Metabolite,,,,
"Ripening transcriptional regulation affecting carotenoid biosynthesis, flavor/volatile formation, cell wall remodeling, and ethylene-response modules",Process,,,,
RIN,Gene,RegulationGene,NA,,
"Ripening transcription network controlling ethylene biosynthesis, carotenoid biosynthesis, flavor/volatile formation, and softening",Process,,,,
Crambe abyssinica,Species,,,,
erucic acid,Metabolite,,,,
CaFAD2-RNAi,Gene,PathwayGene,NA,,
10.1093/jxb/erp122,Paper,,,Co-ordination of early and late ripening events in apples is regulated through differential sensitivities to ethylene,PMC2692014_nutri_plant_verified.json
10.1074/jbc.RA118.004463,Paper,,,A two-phase model for the non-processive biosynthesis of homogalacturonan polysaccharides by the GAUT1:GAUT7 complex,PMC6295712_nutri_plant_verified.json
GAUT1,Gene,PathwayGene,NA,,
Homo sapiens / in vitro Arabidopsis enzyme complex assay,Species,,,,
homogalacturonan,Metabolite,,,,
10.1111/tpj.12770,Paper,,,CGR2 and CGR3 have critical overlapping roles in pectin methylesterification and plant growth in Arabidopsis thaliana,10.1111@tpj.12802_nutri_plant_verified.json
CGR2,Gene,PathwayGene,At4g49720,,
Highly methylesterified homogalacturonan (pectin),Metabolite,,,,
CGR3,Gene,PathwayGene,NA,,
10.1128/AEM.65.6.2738-2740.1999,Paper,,,Interactions of Saprophytic Yeasts with a nor Mutant of Aspergillus flavus,PMC91404_nutri_plant_verified.json
nor,Gene,PathwayGene,NA,,
Aspergillus flavus,Species,,,,
Aflatoxin B1,Metabolite,,,,
mycotoxin/polyketide,MetaboliteClass,,,,
aflR,Gene,RegulationGene,NA,,
aflatoxin biosynthesis,Process,,,,
OsGA20ox1,Gene,PathwayGene,NA,,
GA20,Metabolite,,,,
OsGA3ox2,Gene,PathwayGene,NA,,
GA1,Metabolite,,,,
MLGH1,Gene,PathwayGene,GRMZM2G137535; AFW77805,,
"mixed-linkage (1,3;1,4)-β-D-glucan (MLG)",Metabolite,,,,
BM1,Gene,PathwayGene,NA,,
lignin,Metabolite,,,,
phenylpropanoid polymer,MetaboliteClass,,,,
BM3,Gene,PathwayGene,NA,,
10.1105/tpc.111.083931,Paper,,,A Previously Unknown Oxalyl-CoA Synthetase Is Important for Oxalate Catabolism in Arabidopsis,PMC3336115_nutri_plant_verified.json
AAE3,Gene,PathwayGene,At3g48990; AF503762,,
SG,Gene,PathwayGene,AJ302044,,
Rauvolfia serpentina,Species,,,,
Monoterpenoid indole alkaloids,Metabolite,,,,
Alkaloid,MetaboliteClass,,,,
10.1105/tpc.110.081885,Paper,,,Emergent Decarboxylase Activity and Attenuation of α/β-Hydrolase Activity during the Evolution of Methylketone Biosynthesis in Tomato,PMC3398566_nutri_plant_verified.json
